The tag-bigram has the form ti|ti-1, but it calculate P(ti−1, ti).
--|wpo: 0.0035971223021582736
doz*|cc: 2.741528676389955e-05
pn+bez|jj: 1.610591248047158e-05
ql|pn+bez: 0.14285714285714285
--|ppss+bem: 0.00398406374501992
ppss+hvd|wdt: 0.0001863932898415657
wdt|hv: 0.00026281208935611036
np+hvz|.: 1.6986580601324952e-05
qlp|nns: 1.8675531318866023e-05
np|bedz*: 0.02027027027027027
ppss+hvd|--: 0.0006138735420503376
cs|bez*: 0.017241379310344827
ber|dt: 0.0002296211251435132
in-tl|nn: 6.752240055638458e-06
cd|at-tl: 0.0013623978201634877
fw-rb|nns: 1.8675531318866023e-05
jjr|': 0.0031545741324921135
'|jjr: 0.0005257623554153522
dt|od: 0.0005385029617662897
fw-in|': 0.0031545741324921135
fw-pn|fw-in: 0.012345679012345678
'|fw-pn: 1.0
fw-in|vbn: 7.049700387733522e-05
fw-in|fw-in: 0.012345679012345678
fw-in-tl|.: 1.6986580601324952e-05
bez|fw-nns-tl: 0.03125
bed|fw-nns-tl: 0.03125
np$|beg: 0.0015220700152207
jjt|pps+bez: 0.002364066193853428
wrb|rbt: 0.01020408163265306
cd|pp$$: 0.00641025641025641
be|vbz: 0.00013842746400885935
ber*|dts: 0.0008557980316645272
vbd|rbt: 0.02040816326530612
ql-hl|.: 1.6986580601324952e-05
jj-hl|ql-hl: 0.25
nr|nn-hl: 0.0006983240223463687
2|vbn: 3.524850193866761e-05
in|2: 0.045454545454545456
hvz*|nn-tl: 7.715454054471106e-05
wdt|rb+bez: 0.09090909090909091
pp$|ber*: 0.02127659574468085
cd-tl|pp$-tl: 0.07407407407407407
hvz*|rb: 2.8333427778092593e-05
bez-hl|nn-tl-hl: 0.009615384615384616
rb-hl|.-hl: 0.0016806722689075631
pp$|nr-tl: 0.006779661016949152
cd|nr$-tl: 0.1111111111111111
nns-tl|nr$: 0.015151515151515152
)|wdt: 0.0001863932898415657
nns|nr-tl: 0.003389830508474576
pp$$|ppo: 9.256687957048968e-05
pps|pp$$: 0.00641025641025641
nr-tl|'': 0.00011824524062906468
hvd|ppls: 0.0029585798816568047
qlp|vbz: 0.00013842746400885935
fw-in+np-tl|fw-nn-tl: 0.012578616352201259
--|fw-in+np-tl: 0.5
rp|hv: 0.0005256241787122207
hvn|hvd*: 0.02127659574468085
fw-ppss+hv|``: 0.00011763321962122103
fw-nn|fw-ppss+hv: 1.0
ppl|pn: 0.00040749796251018743
np|pp$$: 0.00641025641025641
fw-at|vb: 3.066073892380806e-05
cs|vbz-hl: 0.013888888888888888
vbg-tl|nns$-tl: 0.013888888888888888
``|.-hl: 0.0033613445378151263
in-hl|np: 2.98926852599169e-05
''|vb-hl: 0.008064516129032258
.-hl|'': 0.00023649048125812936
od-hl|,-hl: 0.006369426751592357
nns-tl-hl|nn-tl-hl: 0.009615384615384616
rb|nns-tl-hl: 0.08333333333333333
nns-hl|od-hl: 0.25
nns$-tl|nns$-tl: 0.013888888888888888
vbn-tl|abx: 0.0014064697609001407
nns-hl|---hl: 0.07692307692307693
nns|vb-hl: 0.016129032258064516
nns-tl-hl|in-hl: 0.0020242914979757085
at|nns-tl-hl: 0.08333333333333333
hvg|vbg: 5.748117491521527e-05
in|at: 3.158859020121932e-05
wql|*: 0.00022406453058480843
''|hvn: 0.0043859649122807015
cc|nns$: 0.003952569169960474
:|qlp: 0.00398406374501992
'|): 0.0004514672686230248
wpo|(: 0.00045330915684496827
at|fw-nns-tl: 0.03125
wql|ppo: 0.00018513375914097936
hvg|ex: 0.0004761904761904762
md|jjt: 0.0010162601626016261
vbd|jjt: 0.0010162601626016261
bed|dti: 0.00035248501938667606
ppss|ppss: 7.519362358072035e-05
7|in: 8.549273739195855e-06
,|7: 1.0
8|,: 1.774622892635315e-05
,|8: 0.3333333333333333
)|be: 0.00016246953696181965
jjr|at-tl: 0.0013623978201634877
9|,: 1.774622892635315e-05
.|9: 1.0
1|,: 1.774622892635315e-05
,|1: 1.0
hvn|beg: 0.0015220700152207
dtx|vbn: 3.524850193866761e-05
jjs-tl|vbd: 3.940886699507389e-05
dtx|wpo: 0.0035971223021582736
ppl|dtx: 0.01
fw-jj-tl|nn-tl: 7.715454054471106e-05
fw-in|fw-jj-tl: 0.04477611940298507
uh|np: 5.97853705198338e-05
ap|ppls: 0.0029585798816568047
to|nps-tl: 0.015151515151515152
nn|fw-nn-tl: 0.012578616352201259
jj-nc|:: 0.0006523157208088715
fw-nn-tl|fw-in: 0.024691358024691357
.|doz*: 0.011363636363636364
to|dt+bez: 0.005780346820809248
ex+hvd|.: 1.6986580601324952e-05
vbd|pp$$: 0.01282051282051282
rbt|wrb: 0.00022930520522815867
wps+hvz|nn: 1.3504480111276917e-05
ben|wps+hvz: 1.0
dt$|pn: 0.00040749796251018743
hvn|,: 1.774622892635315e-05
fw-in|jj: 1.610591248047158e-05
nn|fw-dt: 0.5
jjr|nr: 0.0006531678641410843
dti|nps: 0.000819672131147541
dt|vbn-hl: 0.007407407407407408
ql|vbn-hl: 0.007407407407407408
at|vb-hl: 0.008064516129032258
dtx|dod: 0.0019940179461615153
)|hv: 0.00026281208935611036
*|jjr: 0.0005257623554153522
dts|ppl: 0.0008368200836820083
at-hl|': 0.0031545741324921135
pn$|be: 0.00016246953696181965
,|pn$: 0.011494252873563218
bed|dod: 0.0009970089730807576
``|nps$: 0.02702702702702703
vb-tl|ppss: 0.0003007744943228814
be-tl|nn-tl: 7.715454054471106e-05
jj-tl|be-tl: 1.0
rp-tl|vb-tl: 0.03125
at-tl|rp-tl: 0.75
vbn-tl|ppss+hv: 0.00425531914893617
at-tl|vbn-tl: 0.0017921146953405018
od-hl|): 0.0004514672686230248
fw-in|rb: 5.6666855556185186e-05
(|vbn-tl: 0.0017921146953405018
vbd-tl|ppss: 7.519362358072035e-05
at-tl|vbd-tl: 0.3333333333333333
wql-tl|,: 1.774622892635315e-05
rb-tl|in-tl: 0.000697350069735007
vbg-tl|rb-tl: 0.025
cs|hvz: 0.0012536564981195152
vb-tl|vbd: 7.881773399014778e-05
''|in-tl: 0.000697350069735007
vbg-tl|ber-tl: 0.16666666666666666
vbd-tl|nn-tl: 7.715454054471106e-05
''|vbd-tl: 0.16666666666666666
bem|': 0.0031545741324921135
vbn|vbn-hl: 0.007407407407407408
pps+hvz|vb: 3.066073892380806e-05
in|vbg-hl: 0.006944444444444444
pps|jj-hl: 0.002577319587628866
md*-hl|.: 1.6986580601324952e-05
vb-hl|md*-hl: 1.0
nns|vbg-hl: 0.006944444444444444
vbn-hl|cs-hl: 0.08
pp$|': 0.0031545741324921135
hv|dt: 0.0001148105625717566
'|bedz: 0.00031689025034329775
to|': 0.0031545741324921135
hv*|cc: 2.741528676389955e-05
bedz|': 0.0031545741324921135
wpo|bed: 0.0003171582619727244
'|dti: 0.00035248501938667606
ppss+hv|': 0.0031545741324921135
fw-nn-tl|np: 5.97853705198338e-05
fw-nn$-tl|fw-in-tl: 0.02631578947368421
nn|fw-nn$-tl: 0.25
fw-jj-tl|(: 0.00045330915684496827
)|fw-nn-tl: 0.006289308176100629
fw-*-tl|fw-cc-tl: 0.08333333333333333
fw-rb-tl|fw-*-tl: 0.5
in|fw-rb-tl: 0.3333333333333333
fw-jj-tl|jj: 1.610591248047158e-05
ppss|qlp: 0.00398406374501992
.|fw-np-tl: 0.25
wrb|hv: 0.00026281208935611036
pps+bez|ppo: 0.00027770063871146905
bed*|cc: 2.741528676389955e-05
fw-ppo|``: 0.00011763321962122103
fw-vbz|fw-ppo: 0.25
fw-cs|,: 1.774622892635315e-05
uh|fw-cs: 0.3333333333333333
*|ppss+hvd: 0.013157894736842105
ppss+hvd|vbd: 3.940886699507389e-05
bedz*|pp$$: 0.00641025641025641
abn|ppl: 0.0008368200836820083
pn|bedz*: 0.013513513513513514
ql|pps+hvd: 0.0125
pps+hvd|rp: 0.00017190991920233798
do|rbr: 0.0008673026886383347
--|dod*: 0.002652519893899204
md*|--: 0.0006138735420503376
pps+hvz|ppo: 9.256687957048968e-05
hv*|,: 3.54924578527063e-05
ppss|hv*: 0.07692307692307693
wps+hvd|pn: 0.00040749796251018743
rp+in|ppo: 0.00027770063871146905
rn|rp+in: 0.6666666666666666
''|rn: 0.1111111111111111
wdt+bez|cc: 2.741528676389955e-05
ppss+hvd|wps: 0.00026219192448872575
ql|pp$$: 0.00641025641025641
*|ben: 0.0004149377593360996
ap|ppss: 7.519362358072035e-05
at|md*: 0.0012195121951219512
nr|hv: 0.0007884362680683311
nr$|vbz: 0.00013842746400885935
20th|(: 0.00045330915684496827
at|20th: 1.0
wrb|wps: 0.00026219192448872575
cd|nps$: 0.02702702702702703
nn-tl|wps-tl: 0.08333333333333333
beg|:: 0.0006523157208088715
nil|'': 0.00011824524062906468
``|nil: 0.006493506493506494
ppl|``: 0.00011763321962122103
ppss+hv|--: 0.0003069367710251688
md*|cd: 0.00015227653418608191
od|ppss: 7.519362358072035e-05
beg|wps+bez: 0.047619047619047616
abn-tl|bez-tl: 0.14285714285714285
''|abn-tl: 0.16666666666666666
''|abl: 0.002857142857142857
bedz*|ppl: 0.0008368200836820083
do*-hl|.-hl: 0.0033613445378151263
---hl|rp-hl: 0.07142857142857142
.|rp-hl: 0.14285714285714285
nr|jjr: 0.0005257623554153522
)|do: 0.0015527950310559005
(|to: 6.93625580911424e-05
ql-hl|bez-hl: 0.03333333333333333
in-hl|ql-hl: 0.25
ql-hl|cc-hl: 0.008547008547008548
ap-hl|ql-hl: 0.25
vbz-hl|ap-hl: 0.02564102564102564
be-hl|to-hl: 0.07407407407407407
bez-hl|rb-hl: 0.020833333333333332
wrb-hl|bez-hl: 0.03333333333333333
nns-hl|wrb-hl: 0.02857142857142857
nr-hl|vb-hl: 0.008064516129032258
:-hl|nr-hl: 0.2
mbf|in: 2.5647821217587564e-05
vbn|mbf: 0.25
ft|cd: 7.613826709304096e-05
(|ft: 1.0
cwt|in: 8.549273739195855e-06
in|cwt: 1.0
in|mbf: 0.25
mbf|cs: 4.663526558783752e-05
.|mbf: 0.25
,|mbf: 0.25
dts-hl|.: 1.6986580601324952e-05
nns-hl|dts-hl: 0.5
cc-hl|---hl: 0.11538461538461539
vbz|.-hl: 0.0016806722689075631
nr$|:: 0.0006523157208088715
vb-hl|.-hl: 0.0016806722689075631
wdt-hl|vb-hl: 0.008064516129032258
pp$-hl|wdt-hl: 0.03333333333333333
,-hl|do-hl: 0.25
to-hl|,-hl: 0.006369426751592357
vb-hl|ppo-hl: 0.25
dti-hl|vb-hl: 0.008064516129032258
nr|pp$$: 0.00641025641025641
cd-tl|vbg-tl: 0.007575757575757576
bed|cd-tl: 0.0044994375703037125
jjs-tl|od: 0.0005385029617662897
cd-tl|dts: 0.0004278990158322636
jjr|ppls: 0.0029585798816568047
nps|jjr: 0.0005257623554153522
wrb|bed: 0.0003171582619727244
hvn|``: 0.00011763321962122103
bed*|,: 1.774622892635315e-05
dt+md|,: 1.774622892635315e-05
dts|ben: 0.0004149377593360996
wdt-hl|:-hl: 0.007246376811594203
wdt-hl|,-hl: 0.006369426751592357
jj-hl|:: 0.001304631441617743
jjs|hv: 0.00026281208935611036
jjs-hl|.: 1.6986580601324952e-05
nn-hl|jjs-hl: 1.0
cd|wpo: 0.0035971223021582736
hvd*|.: 1.6986580601324952e-05
np|hvd*: 0.010638297872340425
np|dod*: 0.002652519893899204
nns$|ben: 0.0004149377593360996
dod*|pn: 0.00040749796251018743
bed*|nn: 6.752240055638458e-06
at|to: 6.93625580911424e-05
wps+hvd|,: 1.774622892635315e-05
,|md+hv: 0.14285714285714285
np+md|jj-tl: 0.000250501002004008
vb|np+md: 0.5
ap|jjs: 0.0028328611898017
dt|bed: 0.0003171582619727244
od|pps: 5.6551490131764975e-05
uh-tl|vbn: 3.524850193866761e-05
uh-tl|nn: 6.752240055638458e-06
uh-tl|vbd: 3.940886699507389e-05
nps|nns: 1.8675531318866023e-05
nn-hl|(-hl: 0.037037037037037035
md-hl|``: 0.00011763321962122103
vbz|pp$: 6.105378838756945e-05
ppl|wdt: 0.0001863932898415657
)|*: 0.00022406453058480843
ppss+ber-tl|wrb-tl: 0.1111111111111111
vbg-tl|ppss+ber-tl: 1.0
in-tl|ql-tl: 0.16666666666666666
ppo-tl|do-tl: 0.4
rb-tl|ppo-tl: 0.15384615384615385
vb-tl|in-tl: 0.000697350069735007
rb-tl|jj-tl: 0.000250501002004008
wps-tl|``: 0.00011763321962122103
vbz-tl|wps-tl: 0.08333333333333333
.|vbz-tl: 0.0625
jj-tl|wql-tl: 0.2
hvz-tl|jj-tl: 0.000250501002004008
dt-tl|hvz-tl: 0.25
ben-tl|dt-tl: 0.1111111111111111
vbg-tl|ben-tl: 0.5
rp-tl|vbg-tl: 0.007575757575757576
.|rp-tl: 0.25
wps-tl|nn-tl: 0.00023146362163413317
vbd-tl|wps-tl: 0.16666666666666666
rb-tl|vbd-tl: 0.16666666666666666
pp$-tl|uh-tl: 0.06666666666666667
vbn-tl|wps-tl: 0.08333333333333333
rb-tl|vbn-tl: 0.0017921146953405018
vbz|doz: 0.0021929824561403508
,|hvg: 0.003663003663003663
wps|do: 0.0015527950310559005
vb-hl|cd-tl-hl: 0.058823529411764705
ppl|hvz: 0.0004178854993731718
ben|ppl: 0.0008368200836820083
nr|do: 0.0007763975155279503
vbn-tl|cc-tl: 0.0033783783783783786
nps|od: 0.0005385029617662897
pp$|dti: 0.00035248501938667606
nr|wrb: 0.00022930520522815867
ap-hl|np-hl: 0.0020491803278688526
fw-at-tl|*: 0.00022406453058480843
nrs|,: 1.774622892635315e-05
cd|nrs: 0.06666666666666667
.|nrs: 0.06666666666666667
ql|wp$: 0.0040650406504065045
fw-nn|np$: 0.00040016006402561027
rp|wdt+bez: 0.022727272727272728
pps+bez|nn-hl: 0.0006983240223463687
cd-hl|rb-hl: 0.125
at-hl|rb-hl: 0.020833333333333332
cs|ap-hl: 0.02564102564102564
jj|abl: 0.002857142857142857
in-tl|nr: 0.0006531678641410843
ppl|--: 0.0003069367710251688
dt|jj-tl: 0.000250501002004008
abn|ppss+md: 0.004301075268817204
bed|pp$$: 0.00641025641025641
fw-dt+bez|``: 0.00011763321962122103
fw-jj|fw-dt+bez: 1.0
,|fw-cc: 0.037037037037037035
fw-dt+bez|.: 1.6986580601324952e-05
doz*|``: 0.00011763321962122103
nns-tl|ppls: 0.005917159763313609
vbn|to: 6.93625580911424e-05
vbz-tl|``: 0.00011763321962122103
ppss|vbz-tl: 0.0625
nn-tl|abx: 0.0028129395218002813
fw-vbn|at: 1.0529530067073107e-05
hvn|pps: 5.6551490131764975e-05
pp$-tl|vbn: 3.524850193866761e-05
fw-rb|fw-rb: 0.03125
fw-nns|fw-rb: 0.03125
bed|pn: 0.0012224938875305623
nil|nns: 0.00016807978186979418
ber|nil: 0.006493506493506494
''|(: 0.00045330915684496827
jj-hl|---hl: 0.11538461538461539
in|nil: 0.012987012987012988
cd-hl|vbg-hl: 0.006944444444444444
jjr-hl|cc-hl: 0.008547008547008548
.-hl|jjr-hl: 0.11764705882352941
hvg-hl|,-hl: 0.006369426751592357
at-hl|hvg-hl: 1.0
cd-hl|cc-hl: 0.017094017094017096
---hl|nns-hl: 0.001658374792703151
jj|---hl: 0.038461538461538464
---hl|jj-hl: 0.007731958762886598
nil|.-hl: 0.0016806722689075631
nn-hl|nil: 0.006493506493506494
cc-hl|cd-hl: 0.002277904328018223
nn-hl|rb-hl: 0.020833333333333332
cs-hl|(-hl: 0.006172839506172839
wdt-hl|in-hl: 0.004048582995951417
vb-hl|wdt-hl: 0.03333333333333333
abn-hl|in-hl: 0.0020242914979757085
cd-hl|abn-hl: 0.25
)-hl|cd-tl-hl: 0.058823529411764705
)|dti: 0.00035248501938667606
)-hl|vbn-hl: 0.007407407407407408
cc-hl|)-hl: 0.005434782608695652
)-hl|vbg-hl: 0.006944444444444444
:-hl|)-hl: 0.005434782608695652
cc-hl|vbn-hl: 0.007407407407407408
vbn-hl|jj-hl: 0.002577319587628866
(-hl|,-hl: 0.006369426751592357
vbg-hl|in: 8.549273739195855e-06
,-hl|vbg-hl: 0.006944444444444444
vbg|,-hl: 0.006369426751592357
(|nil: 0.006493506493506494
nil|(: 0.00045330915684496827
cc|nil: 0.006493506493506494
nns-tl-hl|.: 1.6986580601324952e-05
cd-hl|nns-tl-hl: 0.08333333333333333
,|,-hl: 0.006369426751592357
cc-hl|,: 1.774622892635315e-05
ppo|vb+ppo: 0.014285714285714285
rbt|rp: 0.00017190991920233798
nns+md|pp$: 6.105378838756945e-05
abn|nns+md: 0.5
''|ber*: 0.02127659574468085
rb+bez|``: 0.00011763321962122103
ppss+bez|cc: 2.741528676389955e-05
vbg|ppss+bez: 1.0
dt|do*: 0.00211864406779661
nps|ppo: 9.256687957048968e-05
md*|nps: 0.000819672131147541
ap|bem*: 0.1111111111111111
bed|rbr: 0.0008673026886383347
wrb|doz: 0.0021929824561403508
uh|nns$: 0.003952569169960474
ppo|rp+in: 0.3333333333333333
''|ql: 0.00011809163911195088
ppss+bez*|,: 1.774622892635315e-05
at|ppss+bez*: 1.0
rbr+cs|at: 1.0529530067073107e-05
jj|rbr+cs: 1.0
nn|ppss+md: 0.002150537634408602
ppss+md|qlp: 0.00398406374501992
dts|wpo: 0.0035971223021582736
abx|np-tl: 0.0002572678157962439
jjs-tl|vbz: 0.00013842746400885935
jj-tl|jjs-tl: 0.05
nps|vbz: 0.0002768549280177187
wps-hl|nns-hl: 0.003316749585406302
vb-hl|wps-hl: 1.0
md|.-hl: 0.0016806722689075631
jj-tl|be: 0.00016246953696181965
jj-tl-hl|.-hl: 0.0033613445378151263
nn-hl|jj-tl-hl: 0.041666666666666664
np+md|``: 0.00011763321962122103
be|np+md: 0.5
ppss+md|in: 8.549273739195855e-06
''|bedz*: 0.006756756756756757
np+bez|vb: 6.132147784761612e-05
nps|hvg: 0.003663003663003663
l|cd: 0.0009136592051164915
in|l: 0.2857142857142857
in|nn-tl-hl: 0.019230769230769232
lbod|cd: 7.613826709304096e-05
in|lbod: 1.0
,|l: 0.21428571428571427
day|in: 8.549273739195855e-06
cc|day: 0.25
day|nn: 1.3504480111276917e-05
nn|day: 0.25
in|day: 0.5
cs|l: 0.07142857142857142
jj|l: 0.07142857142857142
wdt|l: 0.07142857142857142
nn|l: 0.07142857142857142
vbn|l: 0.07142857142857142
day|cd: 7.613826709304096e-05
|np: 2.98926852599169e-05
--|vb-tl: 0.010416666666666666
fw-nns|cc: 2.741528676389955e-05
jjr-tl|at-tl: 0.0013623978201634877
rb|jjr-tl: 0.06666666666666667
``|vb-tl: 0.010416666666666666
np$-tl|np: 2.98926852599169e-05
abx|rp: 0.00034381983840467596
dti|np-tl: 0.0002572678157962439
nr|abx: 0.0028129395218002813
rbr|od: 0.0005385029617662897
ex+bez|jj: 1.610591248047158e-05
nn-tl|dod: 0.0009970089730807576
nn$-tl|vbg: 5.748117491521527e-05
fw-jj|cs: 4.663526558783752e-05
vbg-nc|``: 0.00011763321962122103
''|vbg-nc: 0.0625
ppss+ber|cd: 7.613826709304096e-05
rn|in: 3.419709495678342e-05
cs|rn: 0.2222222222222222
do|do*: 0.00211864406779661
dts+bez|.: 1.6986580601324952e-05
nns|dts+bez: 0.5
dts|jj-tl: 0.000250501002004008
ex|jj-tl: 0.000250501002004008
wql|abn: 0.00034602076124567473
rp|bem: 0.0045045045045045045
rp|jjt: 0.0010162601626016261
nr$|vbn: 7.049700387733522e-05
pps+md|abn: 0.00034602076124567473
pn|ppss+hv: 0.00425531914893617
nr-tl|nn: 6.752240055638458e-06
vbn-tl|nn: 6.752240055638458e-06
do*|ppo: 9.256687957048968e-05
.|rb-tl: 0.025
nns$-tl|jj: 1.610591248047158e-05
uh|*: 0.00022406453058480843
vbn|uh: 0.001736111111111111
vbg-tl|nn: 6.752240055638458e-06
fw-ppl|,: 1.774622892635315e-05
fw-vb|fw-ppl: 0.1111111111111111
.|fw-np: 0.14285714285714285
jjs|``: 0.00011763321962122103
at-hl|,: 3.54924578527063e-05
nn$-hl|at-hl: 0.0030959752321981426
,|fw-ppl: 0.1111111111111111
ppss|nns-hl: 0.003316749585406302
*|'': 0.00011824524062906468
ap|qlp: 0.00398406374501992
jj-hl|pp$-hl: 0.1111111111111111
wdt|nn-hl: 0.0013966480446927375
od|:: 0.0006523157208088715
vbz|do: 0.0007763975155279503
at-hl|``: 0.00011763321962122103
np-hl|'': 0.00011824524062906468
cs|pp$$: 0.00641025641025641
cd|'': 0.00011824524062906468
doz|cd: 7.613826709304096e-05
nr$-tl|in: 1.709854747839171e-05
``|nr$-tl: 0.3333333333333333
hvn|hvz*: 0.05
nr$-tl|(: 0.00045330915684496827
ap-hl|,-hl: 0.006369426751592357
fw-vbg-tl|nn: 6.752240055638458e-06
,|fw-vbg-tl: 1.0
jjt|nns$: 0.003952569169960474
jj|np-hl: 0.0020491803278688526
,|rn: 0.1111111111111111
jj-tl|'': 0.00023649048125812936
ppss+hv|:: 0.0006523157208088715
vbn-tl|cc: 8.224586029169865e-05
vbg|.-hl: 0.0033613445378151263
doz|nns-tl: 0.0009341429238673517
nn-hl|np-tl: 0.0002572678157962439
*|nns$: 0.003952569169960474
at|vb-tl: 0.010416666666666666
ppss-tl|do-tl: 0.2
vb-tl|ppss-tl: 0.1111111111111111
ql-hl|,-hl: 0.006369426751592357
ap|ql-hl: 0.25
vbg|rp-hl: 0.07142857142857142
cd|vb-hl: 0.008064516129032258
wps|jjr: 0.0005257623554153522
cc-tl|vbn-tl: 0.0017921146953405018
rp|hvz: 0.0004178854993731718
np-hl|:-hl: 0.007246376811594203
ex|np-hl: 0.0020491803278688526
cd-tl|'': 0.00023649048125812936
fw-nns|vb: 3.066073892380806e-05
fw-nn$|fw-nns: 0.024691358024691357
to|fw-nn$: 0.1111111111111111
abx|wpo: 0.0035971223021582736
dod|'': 0.00011824524062906468
fw-nn$-tl|fw-nns-tl: 0.03125
,|fw-nn$-tl: 0.25
cs|hvg: 0.003663003663003663
bed|fw-nn$: 0.1111111111111111
vbn-hl|nps-hl: 0.125
jj-tl|at-hl: 0.015479876160990712
nns-tl-hl|np-tl: 0.0012863390789812194
:-hl|nns-tl-hl: 0.5
fw-in|vbg: 5.748117491521527e-05
np-hl|vbg-hl: 0.006944444444444444
vbn-tl|'': 0.00011824524062906468
in-hl|rb: 2.8333427778092593e-05
ex|cs-hl: 0.04
np-hl|nn: 6.752240055638458e-06
nn$-hl|np-hl: 0.0020491803278688526
jjr-hl|in-hl: 0.0020242914979757085
cs|:-hl: 0.014492753623188406
ppss|:-hl: 0.057971014492753624
vbn-hl|vbg-hl: 0.006944444444444444
nn-tl|2: 0.022727272727272728
at-tl|nns-tl: 0.00046707146193367583
hvz|wrb: 0.00022930520522815867
cs-tl|nn-tl: 7.715454054471106e-05
nn-tl|cs-tl: 0.5
wrb|vbz-hl: 0.013888888888888888
jjs|bez: 0.00010144045445323595
abx|ppl: 0.0008368200836820083
fw-nn|be: 0.00016246953696181965
rb|fw-jj: 0.019230769230769232
dti-hl|.-hl: 0.0016806722689075631
in-hl|dti-hl: 0.16666666666666666
ex+bez|ppo: 9.256687957048968e-05
ppss+bem|vbz: 0.00013842746400885935
vb|wps+md: 0.2857142857142857
pn+bez|:: 0.0006523157208088715
wrb+md|``: 0.00011763321962122103
ppss|wrb+md: 1.0
np+bez|vbz: 0.00013842746400885935
bedz|:: 0.0006523157208088715
pp$|wrb+dod: 0.2
hv*|``: 0.00023526643924244207
jjt|*: 0.00022406453058480843
nn-tl|uh: 0.001736111111111111
(|bez: 0.00010144045445323595
'|abn: 0.00034602076124567473
:|abn: 0.0006920415224913495
*|np+bez: 0.04
at|jj-tl: 0.000250501002004008
fw-np-tl|np$-tl: 0.007352941176470588
nn-tl|fw-np-tl: 0.25
ppss+md|:: 0.0006523157208088715
rp|bedz*: 0.006756756756756757
nn-hl|nns$-hl: 0.25
pn$|ber: 0.00023507287259050304
wps|fw-nn: 0.0035460992907801418
abx|wrb: 0.00022930520522815867
vb|qlp: 0.00398406374501992
in|fw-nns-tl: 0.03125
ber|fw-nns-tl: 0.03125
cs|fw-nns-tl: 0.03125
cc|fw-in+np-tl: 0.5
jjt|nn: 6.752240055638458e-06
jjr|dts: 0.0004278990158322636
wdt|nps: 0.000819672131147541
od|be: 0.00016246953696181965
vb-hl|cc-hl: 0.008547008547008548
,|ex: 0.0004761904761904762
do|np-tl: 0.0002572678157962439
.|abl: 0.002857142857142857
)|bedz: 0.00010563008344776593
wdt+bez|ppo: 0.00027770063871146905
beg|np$: 0.00040016006402561027
wql|nn-hl: 0.0006983240223463687
nn-tl-hl|vbn-hl: 0.007407407407407408
(|nn-tl-hl: 0.009615384615384616
.|nns$: 0.003952569169960474
np|jjs: 0.0028328611898017
(-hl|,: 7.09849157054126e-05
watt|(: 0.00045330915684496827
)|watt: 1.0
4-inch|in: 8.549273739195855e-06
jj|4-inch: 1.0
cd-tl|(: 0.0013599274705349048
nn|ppl: 0.0008368200836820083
od-tl|cs: 4.663526558783752e-05
fw-in+at-t|fw-nn-tl: 0.006289308176100629
--|jjt: 0.0010162601626016261
qlp|vbd: 3.940886699507389e-05
fw-nns|dti: 0.00035248501938667606
cs|fw-nns: 0.012345679012345678
*|fw-nn: 0.0035460992907801418
nps|ppss+ber: 0.014652014652014652
ap|hvg: 0.007326007326007326
bez|hv: 0.0005256241787122207
jj|: 0.22727272727272727
sq.|nil: 0.006493506493506494
nil|sq.: 1.0
hr.|nil: 0.006493506493506494
nil|hr.: 1.0
uh|nn: 6.752240055638458e-06
ap|nr-tl: 0.003389830508474576
''|wps+bez: 0.047619047619047616
pp$|wps+bez: 0.047619047619047616
np+hvz|:: 0.0006523157208088715
pp$|bedz*: 0.006756756756756757
dod*|ex: 0.0004761904761904762
at|ppss+hv: 0.00425531914893617
uh|md: 8.297378028542981e-05
ppss|pps: 5.6551490131764975e-05
md+hv|vbd: 3.940886699507389e-05
hvg|``: 0.00011763321962122103
abn|hvg: 0.003663003663003663
wrb+ber|``: 0.00011763321962122103
ppss|wrb+ber: 1.0
wrb-hl|at-hl: 0.0030959752321981426
in-hl|wrb-hl: 0.02857142857142857
``|vbg-hl: 0.006944444444444444
bez-hl|wdt-hl: 0.03333333333333333
jjt-hl|bez-hl: 0.03333333333333333
cs|jjt-hl: 0.16666666666666666
jjt|beg: 0.0015220700152207
nns-tl|abx: 0.0014064697609001407
jj|in-tl: 0.000697350069735007
wps-tl|vbn: 3.524850193866761e-05
md-tl|wps-tl: 0.08333333333333333
ap-hl|wrb-hl: 0.02857142857142857
ppss-hl|md-hl: 0.037037037037037035
od-tl|:: 0.0006523157208088715
)|dt: 0.0001148105625717566
dt|nn-tl-hl: 0.009615384615384616
jj-tl-hl|at-hl: 0.0030959752321981426
jj-tl-hl|nns-tl-hl: 0.08333333333333333
bez-tl|dt-tl: 0.1111111111111111
pp$-tl|bez-tl: 0.2857142857142857
wp$|vb: 3.066073892380806e-05
nns$|(: 0.00045330915684496827
vbg|at-tl: 0.0013623978201634877
cd-hl|nn-tl: 7.715454054471106e-05
cd-hl|nns: 3.7351062637732046e-05
nns$-tl-hl|.: 1.6986580601324952e-05
nn-tl-hl|nns$-tl-hl: 1.0
ql|to: 6.93625580911424e-05
ppss|jj-hl: 0.002577319587628866
jj-tl|bem: 0.0045045045045045045
nn|in-nc: 0.024390243902439025
nn-tl|vbz-tl: 0.0625
vbz-hl|nn-tl: 7.715454054471106e-05
np$|vbz-hl: 0.013888888888888888
fw-jj-tl|pp$: 6.105378838756945e-05
fw-at|(: 0.00045330915684496827
fw-in|fw-vbz: 0.25
fw-ppo|fw-in: 0.012345679012345678
fw-jj|fw-ppo: 0.25
