furthermore|rb: 36
lurched|vbd: 5
crawl|nn: 2
mopped|vbn: 2
mcbride|np: 11
single|vb: 1
UNK|to: 1
mumbled|vbd: 5
slugged|vbd: 3
racket|nn: 5
withdrawn|vbn: 4
donna|np: 4
herd|vb: 2
UNK|beg: 5
hosses|nns: 5
drift|vb: 3
marched|vbn: 3
drifts|nns: 4
UNK|ppls: 1
kill|nn: 3
drove|vbn: 2
denoted|vbd: 2
givin'|vbg: 5
rio|np: 4
mixed|vbn-nc: 1
herd|nn-nc: 1
mustard|vb: 1
throwin'|vbg: 4
peck|nn: 1
feared|vbn: 4
brute|nn: 4
yank|nn: 1
longhorns|nns: 1
'im|ppo: 6
hoss|nn: 5
UNK|nns-nc: 1
UNK|nn+md: 2
longhorn|nn: 2
UNK|jjr+cs: 1
'round|in: 1
reds|nns: 2
countin'|nn: 1
cheer|vb: 2
range|nn-nc: 1
delivery|nn-nc: 1
21|cd-hl: 1
loop|nn-hl: 1
rustler|nn-nc: 1
hustler|nn-nc: 1
wrangler|nn: 3
rustle|vb: 2
UNK|uh-nc: 3
mill|np: 1
struggled|vbn: 1
positivist|nn: 7
broad|np: 1
causing|nn: 1
marty|np: 14
burst|vbn: 3
squire|np: 2
squire|nn: 3
jarrodsville|np: 6
land|np: 2
blank|nn: 1
stared|vbn: 2
rebel|nn-tl: 4
juvenile|nn: 5
chicken|nn-tl: 3
upton|np: 18
letter|nn-tl: 2
flint|np: 3
winslow|np: 11
customs|nns-tl: 1
stanley's|np$: 4
spelman|np-tl: 2
census|nn-tl: 3
pension|nn-tl: 1
spelman|np: 9
giles|np: 7
principal|nn-tl: 1
climbing|nn: 1
riding|nn: 2
anniversary|nn-tl: 3
boarding|vbg: 4
improvement|nn-tl: 1
packard|np-tl: 1
halls|nns-tl: 1
rhetoric|nn: 5
founders|nns-tl: 4
seminary|nn: 2
messenger|nn-tl: 2
roberta|np: 6
waving|nn: 1
shouts|nns: 2
vince|np: 11
damn|uh: 3
grosse|np: 9
ain't|bem*: 9
UNK|wrb+do: 1
barney|np: 8
ya|ppo: 1
UNK|wrb+in: 1
pacing|nn: 3
canadian|np: 1
cried|vbn: 5
coke|nn: 2
shout|vb: 4
fast|ql: 1
catskill|np: 5
russell's|np$: 7
mexicans|nps: 12
quiet|vb: 2
pels|np: 6
offers|nns: 1
vermejo|np: 7
scrub|jj: 1
committing|vbg: 5
perpetuating|vbg: 4
inflicted|vbn: 1
die|fw-nn: 1
gonzales|np: 6
maxwell|np-tl: 1
kerosene|nn: 6
methodically|rb: 6
square|rb: 1
entrenched|vbd: 1
wired|vbd: 3
p.|np-tl: 1
lower|np-tl: 1
alex's|np$: 10
repaired|vbd: 2
exposed|vbd: 4
crosses|nns: 1
knocking|nn: 1
exceedingly|rb: 2
greatcoat|nn: 5
garment|nn: 6
manifested|vbd: 3
tread|nn: 3
suite|fw-nn: 1
transverse|jj: 4
leaps|nns: 3
elapsed|vbd: 1
giselle|np: 2
fille|fw-nn: 6
chambre|fw-nn: 4
lavatory|nn: 4
suppressed|vbd: 1
assailed|vbn: 4
nested|vbn: 2
greer|np: 6
garson|np: 9
neiman-marcus|np-tl: 1
exposition|nn-tl: 2
ballroom|nn-tl: 1
hat|nn-tl: 1
crippled|vbn-tl: 1
cerebral|jj-tl: 1
treatment|nn-tl: 2
go|nn: 1
jersey|nn: 1
down|np-tl: 1
reared|vbn: 3
scholarships|nns: 8
repertory|nn-tl: 1
arrow|nn-tl: 1
coward|np: 4
random|jj-tl: 1
pride|nn-tl: 2
prejudice|nn-tl: 1
forsythe|np-tl: 1
saga|nn-tl: 1
conversion|nn-tl: 1
tribe|nn: 4
adept|jj: 4
trout|nn: 1
orchestra|nn-tl: 20
tuberculosis|nn-tl: 1
cancer|nn-tl: 3
flourishes|vbz: 2
gravy|nn: 4
here|rb-tl: 1
dishes|vbz: 1
dining|nn-tl: 1
hides|vbz: 1
morocco|np-tl: 1
cadillac|np-tl: 1
lightly|ql: 1
seasoned|vbn: 4
danish|jj: 7
heritage|nn-tl: 3
drexel|np: 2
chestnut|nn: 1
outdoors|nn: 2
composite|nn-tl: 3
decorating|vbg: 4
serving|nn: 1
poster|nn: 3
keynote|vb: 3
price|np: 2
trail|nn-tl: 2
fanning|np: 1
go|vb-tl: 3
somewhere|rb-tl: 1
anywhere|rb-tl: 1
mineral|nn-tl: 1
wells|nn-tl: 1
moon|np: 1
newspaper|nn-tl: 1
herford|np: 5
sr.|np: 6
reporter|nn-tl: 1
hetman|np: 12
hetman's|np$: 8
bernard|np-tl: 1
flushing|np: 1
bradford|np: 5
hamm|np: 7
statue|nn-tl: 1
bugs|np: 3
baer|np: 5
gentlemen|nns-tl: 1
armistice|nn-tl: 2
pipeline|nn: 4
derby|nn: 4
rewrite|nn: 2
today|nr-tl: 1
helm|np: 1
honor|nn-tl: 2
clouded|vbd: 1
monroe|np: 6
wendell|np: 7
westminster|np: 20
back|rb-hl: 2
met|np-hl: 1
met|np: 2
bulletins|vbz: 1
rush|np: 1
lawn|nn-tl: 1
tennis|nn-tl: 3
fashion|nn-tl: 1
geraghty|np: 4
visa|nn: 5
first|rb-hl: 3
honolulu|np-hl: 1
honolulu|np: 4
debutante|nn-tl: 1
actress|nn-tl: 1
towne|nn-tl: 1
columnist|nn-tl: 1
sunny|np: 1
stein|nn: 2
comic|nn: 2
aiding|vbg-tl: 1
stricken|vbn-tl: 1
gift|nn-tl: 1
carnegie|np: 3
drum|nn-tl: 1
fur|in: 1
knight|np-tl: 1
must|md-tl: 3
fall|vb-tl: 1
brain|nn-tl: 1
yards|nns-tl: 1
nobody's|pn+hvz: 1
berlin's|np$: 3
sentry|nn-tl: 1
dept.|nn: 1
tarzan|np: 4
kids|vbz: 1
dolce|fw-jj-tl: 5
vita|fw-nn-tl: 5
swim|nn: 1
misses|vbz: 3
angel|nn-tl: 4
twist|nn-tl: 1
advisory|nn: 2
goddam|jj: 4
thelma|np: 6
kentucky|np-tl: 1
sock|vb: 1
parted|vbn: 3
know|nn: 2
hurt|jj: 1
swell|jj: 3
etcetera|rb: 9
sposato|np: 4
thieving|vbg: 4
stiff|nn: 2
claire|np: 16
chattering|vbg: 3
blasphemous|jj: 5
wicked|jj-tl: 1
haunt|nn: 2
loves|nns: 2
wines|nns: 24
beneath|rb: 2
mustn't|md*: 5
alastor|np-tl: 4
sustained|vbd: 1
thrill|vb: 1
beauties|nns: 5
siege|nn-tl: 1
rebelled|vbd: 2
terrace|nn-tl: 2
miami|np-hl: 3
17|cd-hl: 8
orioles|nps: 10
major-league|nn-tl: 1
athletics|nns-tl: 2
hits|vbz-hl: 1
homer|nn-hl: 1
oriole|np: 5
a's|nn: 4
hyde|np: 4
house|np-tl-hl: 1
throws|vbz-hl: 1
wild|rb-hl: 1
throneberry|np: 4
shortstop|nn-tl: 1
breeding|np: 4
hartman|np-hl: 1
impressive|jj-hl: 1
hartman|np: 4
robinson|np-hl: 1
doubles|vbz-hl: 1
house|np: 2
buddy|np: 1
lumpe|np: 3
russ|np: 21
flock|nn-tl: 3
lumpe|np-hl: 1
scoring|nn: 1
blasted|vbd: 3
carey|np-hl: 1
field|vb: 2
hansen|np: 10
pounds|nns-hl: 1
lighter|jjr-hl: 1
seeks|vbz-hl: 1
skinny|np: 1
wilhelm|np: 3
sheldon|np-hl: 1
hill|nn-hl: 1
squad|nn-hl: 1
cut|nn-hl: 2
near|rb-hl: 1
someplace|nn: 1
md.|np-hl: 1
fresh|jj-tl: 3
purse|nn-tl: 2
jockey|nn-tl: 2
races|nns-hl: 1
bet|vbd: 1
gets|vbz-hl: 2
first|od-hl: 2
win|nn-hl: 1
better|jjr-tl: 2
rosy|jj-tl: 1
UNK|vbd-tl: 1
cleveland|np-hl: 1
meet|nn: 7
k.|np-tl: 1
c.|np-tl: 2
indoor|jj: 4
butcher|np: 1
san|np-hl: 1
francisco|np-hl: 1
waters|np: 4
franklin|np-tl: 4
swelling|nn: 1
petersburg|np-hl: 1
yankee|np-tl: 2
donated|vbd: 1
kehl|np: 10
champion|vb: 1
strasbourg|np: 6
voyage|fw-nn: 1
non|fw-rb: 3
fuchs|np: 4
volunteer|nn: 3
esther|np: 9
watch|nn-tl: 1
rhine|np-tl: 2
chill|jj: 1
pains|fw-nns: 1
pont|np: 34
strasbourg|np-tl: 2
kehl|np-tl: 1
neighborhood|nil: 1
i|nil: 1
had|nil: 1
many|nil: 1
friends|nil: 1
among|nil: 1
them|nil: 1
taking|nil: 1
part|nil: 1
their|nil: 1
games|nil: 1
trying|nil: 1
desperately|nil: 1
translate|nil: 1
fairy|nil: 1
tales|nil: 1
an|nil: 2
cologne|np: 6
campaign|nn-tl: 1
citizen|nn-tl: 2
thrift|nn-tl: 5
philmont|np-tl: 3
philmont|np: 1
basin|nn-tl-hl: 1
street|nn-tl-hl: 1
beat|nn-tl-hl: 1
basin|nn-tl: 1
oysters|nns: 8
scenic|jj-hl: 1
stock|vb: 1
walnut|nn-tl: 7
bundle|nn-hl: 1
centers|nns-hl: 1
agencies|nns-tl: 1
it's|pps+bez-hl: 1
david's|np$-tl: 1
lacy|np: 1
chance|np: 1
hole|np: 1
putt|np: 1
camp|vb: 1
noted|vbn-hl: 1
artist|nn-hl: 1
nicholas|np: 5
assisting|vbg-hl: 1
entertained|vbd: 4
major|np: 2
son-in-law|nn: 4
janssen|np: 4
greenwich|np: 3
temple|np: 1
conrad|np: 10
wall|np: 4
debutante|nn: 4
lady|np: 1
katherine|np: 5
sweet|jj-tl: 1
misses|nns-tl: 1
satin|nn: 5
edging|nn: 1
forgot|vbn: 1
booby|nn: 2
jolt|nn: 2
harlem|np-tl: 3
stirring|nn: 1
berry|nn: 2
feathered|vbd: 1
battery|nn-tl: 2
westchester|np-tl: 3
manor|nn: 3
sound|nn-tl: 2
bearded|vbd: 1
jersey|nn-tl: 2
hook|np: 1
indies|nps: 5
provincial|jj-tl: 1
captain's|nn$: 6
mercury|np: 2
swells|nns: 4
watching|nn: 2
westchester|np: 1
david's|np$: 3
odyssey|nn: 1
buckle|nn: 2
whigs|nps: 4
tories|nps: 6
bankrupt|vb: 1
peg|np: 1
malraux's|np$: 8
trees|nns-tl: 6
altenburg|np-tl: 4
hope|nn-tl: 5
bodies|vbz: 1
engages|vbz: 1
throws|vbz: 5
humiliation|nn: 5
composed|vbd: 4
framing|nn: 5
narrator|nn: 11
resistance|nn-tl: 1
biographical|jj: 4
clustered|vbn: 3
silk|nn-tl: 1
blood|nn-tl: 2
UNK|fw-ppo: 3
commanding|nn: 1
mingled|vbn: 5
shocks|vbz: 1
frost|np: 3
canada|np-hl: 1
canadian|jj-tl: 3
blanket|vb: 1
prime|nn: 1
middle|jj-hl: 1
atlantic|jj-hl: 1
flaming|vbg-tl: 1
foliage|nn-tl: 1
southeast|jj-tl-hl: 1
prairie|np: 8
chien|np: 8
53|cd-tl: 2
rye|np: 1
americana|np-hl: 1
pleasure|nn-hl: 1
domes|nns-hl: 1
corn|nn-tl: 2
carnival|nn: 2
hunt|np: 1
territorial|jj-tl: 2
lewis|np-tl: 1
clark|np-tl: 2
books|nns-hl: 1
clock|nn-hl: 1
hands|nns-hl: 1
and|cc-tl-hl: 2
salinger|np: 4
awaited|vbn: 1
catcher|nn-tl: 1
rye|nn-tl: 1
head|nn-tl-hl: 1
monsieur|np-hl: 1
m.|np-hl: 1
matter|nn-tl-hl: 1
life|nn-tl-hl: 1
death|nn-tl-hl: 1
autobiography|nn: 4
upper-middle-class|nn: 5
dark|jj-tl-hl: 1
rider|nn-tl-hl: 1
rural|jj-tl-hl: 1
free|jj-tl-hl: 1
dance|nn-hl: 1
russians|nps-hl: 1
la.|np: 7
mist|nn-tl: 3
movies|nns-hl: 1
purple|jj-tl-hl: 1
noon|nn-tl-hl: 1
records|nns-hl: 2
quick|rb-hl: 1
acting|vbg-hl: 1
pleasant|jj-hl: 1
green|jj-hl: 2
purple|jj-hl: 1
cure-all|nn: 4
boating|vbg-hl: 1
west|nr-hl: 1
coast|nn-hl: 2
motorists|nns: 5
buzz|vb: 1
shingles|nns: 5
corinthian|jj-tl: 1
gulf|nn-tl-hl: 1
coast|nn-tl-hl: 1
hurricane|nn-tl: 1
fishing|nn: 1
pirate|nn: 2
isle|nn-tl: 1
rigs|nns: 4
lower|jjr-hl: 1
mississippi|np-hl: 1
cruising|nn: 1
lakes|nns-hl: 1
tennessee|np-tl: 2
dam|nn: 2
casts|nns: 3
sands|np: 1
suffocating|nn: 1
warmer|jjr: 4
outraged|vbd: 1
should|md-tl: 2
child's|np$: 1
stuffed|vbd: 1
sidewalks|nns: 5
knowing|jj: 1
calmed|vbd: 3
jerky|jj: 4
santa|np-hl: 1
barbara|np-hl: 1
investment|nn-tl: 3
bankers|nns-tl: 3
draper|np: 3
under|jj-tl: 2
alto|np: 1
anderson|np-tl: 1
flash|nn-hl: 1
pan|nn-hl: 1
thesis|nn-hl: 1
danger|nn-hl: 2
cited|vbn-hl: 1
sacrifices|nns-hl: 1
associated|vbn-tl: 3
news|nn-hl: 2
marketing|vbg-tl: 1
creations|nns-hl: 1
nothing|pn-hl: 1
fear|vb-hl: 2
selling|jj: 1
debentures|nns: 6
offering|nn: 5
UNK|2%: 1
UNK|4: 1
foil|nn-tl: 1
diversified|vbn-tl: 3
answer|nn-hl: 3
fundamental|jj-tl: 1
investors|nns-tl: 1
doyle|np: 4
railroads|nns-tl: 1
round|nn-tl: 1
bad|jj-hl: 1
condition|nn-hl: 2
second|ql: 1
borrowing|nn: 1
increase|nn-hl: 1
leaders|nns-hl: 1
meynell|np: 7
maggie|np: 23
melodramatic|jj: 4
arrears|nns: 6
lightened|vbn: 2
comprised|vbd: 3
ad|fw-in-tl: 1
virgin|jj-tl: 1
date|nn-tl: 1
rent|vbn: 1
friendship|nn-nc: 1
highest|jjt-tl: 1
lap|nn-tl: 1
narrow|jj-tl: 1
vessel|nn-tl: 1
delighted|vbd: 1
stoicism|nn: 2
crouch|vb: 2
home|nn-nc: 4
sweet|jj-nc: 2
purdew|np: 12
huddled|vbn: 4
pullen|np: 4
hamper|nn: 3
huts|nns: 6
twilight|nn: 3
mollie|np: 1
mollie|np-tl: 5
mutton|nn-tl: 5
blot|vb: 1
fearless|jj: 4
mose|np: 6
ole|jj-tl: 3
ole|jj: 2
hole|vb: 1
et|vbd: 1
him|ppo-tl: 1
dreadnought|np: 6
navy's|nn$: 4
sub|nn: 4
soviet|nn: 1
skipjack|np: 4
held|vbn-hl: 4
trial|nn-hl: 1
bow|np-tl: 1
gee|np: 2
houghton|np: 3
canadian|jj: 3
testified|vbn: 2
flashed|vbn-hl: 1
investigation|nn-tl: 8
charges|vbz: 1
refuses|vbz-hl: 1
grant|vb-hl: 1
bail|nn-hl: 1
general's|nn$: 2
highest|jjt-hl: 1
undeveloped|jj: 4
court|nn-hl: 3
cleared|vbn-hl: 1
navy's|nn$-hl: 1
70,000|cd: 4
hunter-killer|nn: 5
interested|vbn-hl: 1
narcotics|nns: 7
detail|vb: 1
teller|np: 4
sokol|np: 4
had|hvd-hl: 1
addicts|nns: 4
mentions|nns: 1
tree|np: 1
comments|nns-hl: 1
assistant|jj: 6
stewart|np: 4
cta|nn: 5
slugged|vbn: 1
policemen|nns-tl: 1
wabash|np-tl: 1
boarded|vbd: 2
30th|od-tl: 1
evanston|np: 7
stickney|np: 5
3|od: 1
stewart|np-tl: 1
jenks|np-tl: 1
violated|vbd: 2
negro-appeal|jj: 6
advertisers|nns: 5
sponsor|nn-tl: 7
tagged|vbd: 1
negro|np-tl: 2
expose|nn: 1
broadcasting|vbg-tl: 3
crops|vbz: 1
phrase|vb: 1
sloan|np-tl: 1
wilmington|np-tl: 1
sloan's|np$: 5
hatching|vbg: 3
saloon|nn-tl: 2
roof|nn-tl: 1
gloucester|np-tl: 2
saturday|nr-tl: 1
traveling|vbg-tl: 1
eight|cd-tl: 3
dust|nn-tl: 2
students|nns-tl: 1
beethoven|np: 7
bonn|np: 4
beethoven|np-tl: 2
penetrated|vbd: 5
variations|nns-tl: 1
sonatas|nns-tl: 3
110|cd-tl: 1
weighted|vbd: 1
fantasy|nn-tl: 2
soloist|nn: 8
chorus|nn-tl: 1
c|nn-tl: 1
shooter|nn: 3
deerstalker|np: 6
caliber|nn: 7
ruger|np: 4
magnum|np: 7
antelope|nn: 7
wart|nn: 11
over|under: 3
90|cd-tl: 1
one-shot|jj: 8
kills|nns: 2
scales|vbz: 1
remington|np: 5
magnum|np-tl: 3
fire|vb-tl: 1
hunting|vbg-hl: 1
rifles|nns-hl: 1
'61|cd-hl: 4
magnums|nps: 3
$135|nns: 4
standard|nn-tl: 2
UNK|cd$: 2
260|cd-tl: 1
jefferson|np-tl: 2
tubular|jj: 4
rifles|nns-tl: 1
mounting|nn: 1
pump|nn: 7
savage|np-tl: 1
guns|nns-hl: 1
77|cd-tl: 2
fore|jj: 1
pump|nn-tl: 1
firearms|nns-tl: 1
200|cd-tl: 1
coupled|vbd: 3
technology|nn-nc: 1
hamper|vb: 2
salisbury|np: 4
offensive|jj-tl: 1
east-west|jj-tl: 2
contacts|nns-tl: 1
campbell|np: 4
griffith|np: 17
dictates|vbz: 4
emerged|vbn: 3
aircraft|nns: 6
exclusively|ql: 3
pit|vb: 1
burnside's|np$: 4
arlene|np: 24
loudest|rbt: 1
sag|vb: 4
burnside|np: 6
clapping|vbg: 4
shaking|nn: 1
tapping|vbg: 1
radish|nn: 8
worm|nn: 4
shiver|nn: 2
gorboduc|np: 7
ontological|jj: 8
absolute|nn: 1
disruptive|jj: 4
penetrated|vbn: 3
writhing|nn: 1
disrupted|vbn: 3
constituted|vbn: 3
existent|nn: 1
actively|ql: 1
modular|jj: 3
timbers|nns: 5
warning|nn-hl: 1
sanitary|jj: 1
plans|nns-tl: 1
site|nn-hl: 1
thaw|nn: 3
expandable|jj: 6
1|8-inch: 2
drop|jj: 1
battens|nns: 15
1|2-inch: 1
5|8-inch: 1
3|8-inch: 2
spindle|nn: 8
set-up|nn-hl: 1
maintenance|nn-hl: 3
don't|do*-hl: 3
lose|vb-hl: 1
chuck|nn-hl: 1
fasten|vb: 4
feeds|nns-hl: 1
speeds|nns-hl: 1
drilling|vbg-hl: 2
tools|nns-hl: 1
boring|nn: 1
cutter|nn: 4
cutters|nns: 6
hole|nn-hl: 1
operations|nns-hl: 3
yrs.|nns: 4
enlarged|vbn: 6
market|nn-hl: 4
greater|jjr-hl: 2
distributor|nn: 7
counter|vb: 2
increased|vbn-hl: 3
sophistication|nn-hl: 1
demand|nn-hl: 3
services|nns-hl: 3
wider|jjr-hl: 1
choices|nns-hl: 1
customers|nns-hl: 2
geographic|jj-hl: 1
shift|nn-hl: 1
concentration|nn-hl: 1
fewer|ap-hl: 1
accounts|nns-hl: 1
salesmanship|nn: 5
marketing|vbg-hl: 4
private|jj-hl: 1
label|nn-hl: 1
competition|nn-hl: 1
less|ap-hl: 3
salesmanship|nn-hl: 1
costs|nns-hl: 6
generally|rb-hl: 1
phones|vbz: 2
willy-nilly|rb: 4
increasing|vbg-hl: 2
tempo|nn-hl: 1
shortage|nn-hl: 2
skilled|jj-hl: 1
salesmen|nns-hl: 1
still|qlp: 1
talent|nn-hl: 1
complexity|nn-hl: 1
complete|jj-hl: 2
henrietta|np: 41
doaty's|np$: 6
doaty|np: 8
adelia|np: 5
rain|vb: 2
buds|nns: 5
balanced|vbd: 1
barefoot|rb: 3
UNK|fw-in+at: 1
certain|fw-jj: 1
age|fw-nn: 1
rosa|np: 4
william|nn: 1
cupped|vbd: 2
summer's|nn+hvz: 1
coffin|nn: 6
UNK|ppss+ber: 4
ancient|nn: 1
ain't|hvz*: 2
shade|vb: 2
also|rb-tl: 1
rises|vbz-tl: 1
farewell|nn-tl: 2
unconscious|nn-tl: 1
tempo|nn: 3
barbarians|nns-tl: 1
beatniks|nns: 4
tame|vb: 1
underground|nn: 2
beat|nns: 1
curb|vb: 1
betrayed|vbn: 2
mirrors|vbz: 3
delinquent|nn: 3
lines|nns-tl: 1
john|nn-tl: 1
professed|vbn: 1
alcoholics|nns: 4
despairing|nn: 1
beat|jj-tl: 1
venice|np-tl: 5
howl|nn-tl: 1
y|np: 1
frontage|nn: 7
logging|nn: 1
geological|jj: 2
pan|vb: 1
shape|nn-hl: 1
adjoining|vbg-hl: 1
areas|nns-hl: 2
topography|nn: 3
moving|nn: 2
water|nn-hl: 2
plants|nns-hl: 1
checking|nn: 1
exposure|nn-hl: 1
improvements|nns-hl: 2
collective|nn: 1
shame|vb: 1
inflict|vb: 4
bucks|np-tl: 1
mask|vb: 1
paso|fw-nn: 1
forecast|vb: 2
dying|vbg-tl: 1
buddha|np-tl: 2
presence|nn-tl: 1
reputable|jj: 7
drunk|vbd: 1
hail|vb: 1
belonging|nn: 1
dogs|vbz: 1
preceding|nn: 1
gage|nn: 4
tangled|vbd: 1
sprinkling|vbg: 2
bronx|np-tl: 1
or|cc-tl: 2
o|fw-uh-tl: 1
sole|fw-nn-tl: 1
haunting|vbg: 2
polished|vbd: 3
superseded|vbd: 1
additionally|rb: 5
combat|fw-nn: 1
delhi|np: 1
revulsion|nn-hl: 1
desert|nn-hl: 1
oersted's|np$: 7
1793|cd: 5
copenhagen|np-tl: 2
banished|vbd: 1
limits|nns-tl: 1
prose|nn-tl: 1
pharmacy|nn: 2
philosophy|nn-tl: 2
scientific|jj-hl: 1
activity|nn-hl: 2
oersted|np: 13
copenhagen|np: 4
voltaic|jj: 7
ritter|np: 9
france|np-tl: 3
1810|cd: 5
1812|cd: 3
magnetism|nn-tl: 1
devised|vbd: 2
glow|vb: 1
discovery|nn-hl: 1
electrostatic|jj: 9
stumbled|vbn: 3
half-way|ql: 1
tubs|nns: 5
tending|nn: 1
petals|nns: 4
bud|nn: 2
flags|nns: 3
sleeping|vbg-tl: 2
heed|nn: 1
tangled|vbn: 4
hub|nn: 1
bowed|vbn: 1
presidency|nn-hl: 1
u.n.|np-tl: 3
picks|vbz: 3
nationalist|jj-tl: 1
conferred|vbd: 1
ivory|nn-tl: 1
crime|nn-hl: 1
707|cd-tl: 1
paso|np: 10
airlines|nns-tl: 3
rickards|np: 4
707|cd: 3
nap|nn: 4
six|np: 1
bearden|np: 4
tension|nn-hl: 3
beardens|nps: 5
flattened|vbd: 2
crosby|np: 5
eased|vbd: 2
expedient|nn: 1
strategic|jj-tl: 3
1851|cd: 4
senators|nns: 5
laban|np: 4
tolley|np: 6
robards|np: 8
mamma|nn-tl: 8
zion|np: 5
kizzie|np: 5
sun's|nn+bez: 1
pleasant|np: 2
telegraph|vb: 1
quinzaine|np-tl: 2
dunne|np: 4
blanche|jj: 1
furnishings|nns: 9
mare|nn-tl: 3
gunny|np: 6
charlotte|nn: 1
pike|nn: 2
UNK|dt+md: 1
rest|nn-tl: 2
nick's|np$: 7
quinzaine|np: 2
invite|nn: 1
UNK|nns+md: 2
UNK|dts+bez: 2
relish|vb: 3
rebels|nns-tl: 4
officers'|nns$: 3
volunteers|nns-tl: 3
expired|vbn: 1
sherman's|np$: 7
armies|nns-tl: 1
hood|np: 1
mountain|nn-nc: 1
drowned|vbd: 3
wrecked|vbn: 4
snake|nn-tl: 2
mounted|vbn-tl: 1
mobile|np: 17
merited|vbn: 1
appointees|nns: 5
slit|vbn: 1
tolerated|vbn: 5
camaret|np: 4
blasphemy|nn: 4
favre|np: 5
gospel|np: 2
corne|np: 2
beadle|nn: 1
knelt|vbn: 1
bass|jj: 1
buried|vbd: 2
cape|nn: 3
cop|nn-tl: 1
confession|nn-tl: 1
raged|vbn: 1
bern|np: 5
decrees|vbz: 1
rowdy|nn: 1
lunged|vbd: 4
bonnor|np: 4
elizabeth|np-tl: 2
lyttleton|np: 5
rival|jj-tl: 1
theories|nns-tl: 1
galaxies|nns: 7
contracts|vbz-hl: 1
backs|vbz: 1
fleeting|vbg-hl: 1
glimpse|nn-hl: 1
fleeting|vbg: 4
peer|vb: 2
roots|nns-tl: 6
relentlessly|ql: 1
beatie|np: 4
clods|nns: 4
ronnie|np: 5
dismissal|nn: 7
final|nn: 1
much|ap-tl: 4
ado|nn-tl: 4
shakespeare|np-tl: 2
wollman|np-tl: 2
wollman|np: 2
hero|np: 2
sprinkle|nn: 2
weeping|nn: 3
elder|np: 1
johns|np-hl: 1
mich.|np-hl: 1
april|np-hl: 2
19|cd-hl: 2
hengesbach|np: 9
vindication|nn: 4
lives|vbz-hl: 1
welfare|nn-hl: 1
rebuild|vb: 4
charges|nns-hl: 1
doubt|nn-hl: 1
cash|np: 2
locked|vbn-hl: 1
motel|nn-hl: 1
olive|np: 1
sterling|np-tl: 3
tomorrow|nr-hl: 1
anne's|np$-tl: 1
elliott|np-tl: 1
held|vbd-hl: 1
candle|nn-hl: 1
donated|vbn-hl: 1
david|np-tl: 2
detroit|np-tl: 4
pall|np-tl: 1
students|nns-hl: 1
out|rp-hl: 2
fourteen|cd-tl: 1
dances|nns-hl: 1
expresses|vbz-hl: 1
thanks|nns-hl: 1
kimmell|np: 4
mcclellan|np-tl: 1
car|nn-hl: 1
pursued|vbd: 3
given|vbn-hl: 1
days|nns-hl: 1
correction|nn-tl: 1
asked|vbn-hl: 1
home|np: 1
plea|nn-hl: 1
heavy|jj-hl: 1
support|nn-hl: 1
vietnamese|nps: 2
havana|np-hl: 1
plot|nn-hl: 1
charged|vbn-hl: 2
havana|np-tl: 1
legion|nn-tl: 5
report|vb-hl: 2
revolutionary|jj-tl: 1
puzzled|vbd: 2
andrei|np: 18
exalted|vbd: 1
congress|nn: 2
pole|np: 3
lublin|np: 12
styka|np: 16
funk|np: 3
drunken|jj: 6
majdanek|np: 10
jan|np: 4
grabski|np: 5
dripped|vbn: 1
peeled|vbd: 2
lay-offs|nns-hl: 1
gold|nn-tl: 1
arundel|np: 3
arundel|np-tl: 2
fair|jj-hl: 1
annapolis|np-tl: 1
annapolis|np-hl: 3
jenkins|np: 9
cites|vbz-hl: 1
discrepancies|nns-hl: 1
commissioners|nns-tl: 4
zoning|vbg-tl: 1
barber|nn: 3
barber|nn-hl: 1
summoned|vbn-hl: 1
schaefer|np: 4
grady|np: 1
werner|np-hl: 1
sent|vbn-hl: 1
home|nr-hl: 2
rest|nn-hl: 1
chesapeake|np: 1
shirley|np: 5
circuit|nn-tl: 4
juvenile|jj-tl: 3
younger|jjr-hl: 1
son|nn-hl: 1
calls|vbz-hl: 3
1-1|2-story: 1
brothers|nns-hl: 1
adopted|vbn-hl: 1
trooper|nn-tl: 1
simpkins|np: 6
associate|jj: 4
simpkins|np-hl: 1
delegates|nns-tl: 2
convenience|nn-hl: 1
view|nn-tl: 2
apartments|nns-tl: 1
rouge|nn: 1
anthology|nn-tl: 1
inquire|vb: 6
discount|vb: 4
disapproved|vbn: 1
obsolete|jj: 5
retort|vb: 2
train|np: 1
rank|jj: 2
sum|vb: 1
cynicism|nn: 4
reformation|nn: 3
morton|np-tl: 7
foods|nns-tl: 7
circulating|vbg: 5
lay|np: 1
sell|nn: 1
bid|vbd: 1
world-wide|rb: 2
ginning|vbg: 4
murray|np-tl: 1
gin|nn-tl: 6
1834|cd: 5
manufacturing|nn: 2
southeastern|jj-tl: 1
export|vb: 2
moss|np-tl: 1
lint|nn-tl: 1
cleaner|nn-tl: 1
ginning|vbg-tl: 1
cleaner|jjr: 4
winds|vbz: 3
juniors|nns: 3
janice|np: 6
whitney|np: 3
cliff|nn-tl: 1
sunset|nn-tl: 2
mortgage|nn-tl: 1
ada|np: 17
leona|np: 5
stacked|vbd: 1
ada's|np$: 4
tipped|vbd: 4
wine|jj: 1
slit|vb: 2
planting|vbg: 3
sweat|vb: 1
bare|vb: 1
bloom|vb: 3
tag|nn: 5
fool|jj: 2
schwarzkopf|np: 6
brahms|np: 6
wolf|np: 1
