furthermore|rb: 0.0010200034000113333
rigs|nns: 7.470212527546409e-05
lower|jjr-hl: 0.058823529411764705
mississippi|np-hl: 0.0020491803278688526
cruising|nn: 6.752240055638458e-06
lakes|nns-hl: 0.001658374792703151
tennessee|np-tl: 0.0005145356315924878
dam|nn: 1.3504480111276917e-05
casts|nns: 5.6026593956598066e-05
sands|np: 2.98926852599169e-05
suffocating|nn: 6.752240055638458e-06
warmer|jjr: 0.002103049421661409
outraged|vbd: 3.940886699507389e-05
should|md-tl: 0.25
child's|np$: 0.00040016006402561027
stuffed|vbd: 3.940886699507389e-05
sidewalks|nns: 9.33776565943301e-05
knowing|jj: 1.610591248047158e-05
calmed|vbd: 0.00011822660098522167
jerky|jj: 6.442364992188632e-05
santa|np-hl: 0.0020491803278688526
barbara|np-hl: 0.0020491803278688526
investment|nn-tl: 0.00023146362163413317
bankers|nns-tl: 0.0014012143858010276
draper|np: 8.96780557797507e-05
under|jj-tl: 0.000501002004008016
alto|np: 2.98926852599169e-05
anderson|np-tl: 0.0002572678157962439
flash|nn-hl: 0.0006983240223463687
pan|nn-hl: 0.0006983240223463687
thesis|nn-hl: 0.0006983240223463687
danger|nn-hl: 0.0013966480446927375
cited|vbn-hl: 0.007407407407407408
sacrifices|nns-hl: 0.001658374792703151
associated|vbn-tl: 0.005376344086021506
news|nn-hl: 0.0013966480446927375
marketing|vbg-tl: 0.007575757575757576
creations|nns-hl: 0.001658374792703151
nothing|pn-hl: 0.5
fear|vb-hl: 0.016129032258064516
selling|jj: 1.610591248047158e-05
debentures|nns: 0.00011205318791319613
offering|nn: 3.376120027819229e-05
UNK|2%: 1.0
UNK|4: 0.07692307692307693
foil|nn-tl: 7.715454054471106e-05
diversified|vbn-tl: 0.005376344086021506
answer|nn-hl: 0.002094972067039106
fundamental|jj-tl: 0.000250501002004008
investors|nns-tl: 0.00046707146193367583
doyle|np: 0.0001195707410396676
railroads|nns-tl: 0.00046707146193367583
round|nn-tl: 7.715454054471106e-05
bad|jj-hl: 0.002577319587628866
condition|nn-hl: 0.0013966480446927375
second|ql: 0.00011809163911195088
borrowing|nn: 6.752240055638458e-06
increase|nn-hl: 0.0006983240223463687
leaders|nns-hl: 0.001658374792703151
meynell|np: 0.0002092487968194183
maggie|np: 0.0006875317609780886
melodramatic|jj: 6.442364992188632e-05
arrears|nns: 0.00011205318791319613
lightened|vbn: 7.049700387733522e-05
comprised|vbd: 0.00011822660098522167
ad|fw-in-tl: 0.02631578947368421
virgin|jj-tl: 0.000250501002004008
date|nn-tl: 7.715454054471106e-05
rent|vbn: 3.524850193866761e-05
friendship|nn-nc: 0.00847457627118644
highest|jjt-tl: 0.25
lap|nn-tl: 7.715454054471106e-05
narrow|jj-tl: 0.000250501002004008
vessel|nn-tl: 7.715454054471106e-05
delighted|vbd: 3.940886699507389e-05
stoicism|nn: 1.3504480111276917e-05
crouch|vb: 6.132147784761612e-05
home|nn-nc: 0.03389830508474576
sweet|jj-nc: 0.04878048780487805
purdew|np: 0.0003587122231190028
huddled|vbn: 0.00014099400775467044
pullen|np: 0.0001195707410396676
hamper|nn: 2.0256720166915374e-05
huts|nns: 0.00011205318791319613
twilight|nn: 2.0256720166915374e-05
mollie|np: 2.98926852599169e-05
mollie|np-tl: 0.0012863390789812194
mutton|nn-tl: 0.0003857727027235553
blot|vb: 3.066073892380806e-05
fearless|jj: 6.442364992188632e-05
mose|np: 0.0001793561115595014
ole|jj-tl: 0.000751503006012024
ole|jj: 3.221182496094316e-05
hole|vb: 3.066073892380806e-05
et|vbd: 3.940886699507389e-05
him|ppo-tl: 0.07692307692307693
dreadnought|np: 0.0001793561115595014
navy's|nn$: 0.0027991602519244225
sub|nn: 2.7008960222553833e-05
soviet|nn: 6.752240055638458e-06
skipjack|np: 0.0001195707410396676
held|vbn-hl: 0.02962962962962963
trial|nn-hl: 0.0006983240223463687
bow|np-tl: 0.0002572678157962439
gee|np: 5.97853705198338e-05
houghton|np: 8.96780557797507e-05
canadian|jj: 4.831773744141474e-05
testified|vbn: 7.049700387733522e-05
flashed|vbn-hl: 0.007407407407407408
investigation|nn-tl: 0.0006172363243576885
charges|vbz: 0.00013842746400885935
refuses|vbz-hl: 0.013888888888888888
grant|vb-hl: 0.008064516129032258
bail|nn-hl: 0.0006983240223463687
general's|nn$: 0.0013995801259622112
highest|jjt-hl: 0.16666666666666666
undeveloped|jj: 6.442364992188632e-05
court|nn-hl: 0.002094972067039106
cleared|vbn-hl: 0.007407407407407408
navy's|nn$-hl: 0.05
70,000|cd: 0.00030455306837216383
hunter-killer|nn: 3.376120027819229e-05
interested|vbn-hl: 0.007407407407407408
narcotics|nns: 0.00013072871923206216
detail|vb: 3.066073892380806e-05
teller|np: 0.0001195707410396676
sokol|np: 0.0001195707410396676
had|hvd-hl: 1.0
addicts|nns: 7.470212527546409e-05
mentions|nns: 1.8675531318866023e-05
tree|np: 2.98926852599169e-05
comments|nns-hl: 0.001658374792703151
assistant|jj: 9.663547488282948e-05
stewart|np: 0.0001195707410396676
cta|nn: 3.376120027819229e-05
slugged|vbn: 3.524850193866761e-05
policemen|nns-tl: 0.00046707146193367583
wabash|np-tl: 0.0002572678157962439
boarded|vbd: 7.881773399014778e-05
30th|od-tl: 0.005208333333333333
evanston|np: 0.0002092487968194183
stickney|np: 0.0001494634262995845
3|od: 0.0005385029617662897
stewart|np-tl: 0.0002572678157962439
jenks|np-tl: 0.0002572678157962439
violated|vbd: 7.881773399014778e-05
negro-appeal|jj: 9.663547488282948e-05
advertisers|nns: 9.33776565943301e-05
sponsor|nn-tl: 0.0005400817838129774
tagged|vbd: 3.940886699507389e-05
negro|np-tl: 0.0005145356315924878
expose|nn: 6.752240055638458e-06
broadcasting|vbg-tl: 0.022727272727272728
crops|vbz: 0.00013842746400885935
phrase|vb: 3.066073892380806e-05
sloan|np-tl: 0.0002572678157962439
wilmington|np-tl: 0.0002572678157962439
sloan's|np$: 0.0020008003201280513
hatching|vbg: 0.0001724435247456458
saloon|nn-tl: 0.0001543090810894221
roof|nn-tl: 7.715454054471106e-05
gloucester|np-tl: 0.0005145356315924878
saturday|nr-tl: 0.003389830508474576
traveling|vbg-tl: 0.007575757575757576
eight|cd-tl: 0.003374578177727784
dust|nn-tl: 0.0001543090810894221
students|nns-tl: 0.00046707146193367583
beethoven|np: 0.0002092487968194183
bonn|np: 0.0001195707410396676
beethoven|np-tl: 0.0005145356315924878
penetrated|vbd: 0.00019704433497536947
variations|nns-tl: 0.00046707146193367583
sonatas|nns-tl: 0.0014012143858010276
110|cd-tl: 0.0011248593925759281
weighted|vbd: 3.940886699507389e-05
fantasy|nn-tl: 0.0001543090810894221
soloist|nn: 5.401792044510767e-05
chorus|nn-tl: 7.715454054471106e-05
c|nn-tl: 7.715454054471106e-05
shooter|nn: 2.0256720166915374e-05
deerstalker|np: 0.0001793561115595014
caliber|nn: 4.726568038946921e-05
ruger|np: 0.0001195707410396676
magnum|np: 0.0002092487968194183
antelope|nn: 4.726568038946921e-05
wart|nn: 7.427464061202304e-05
over|under: 1.0
90|cd-tl: 0.0011248593925759281
one-shot|jj: 0.00012884729984377264
kills|nns: 3.7351062637732046e-05
scales|vbz: 0.00013842746400885935
remington|np: 0.0001494634262995845
magnum|np-tl: 0.0007718034473887317
fire|vb-tl: 0.010416666666666666
hunting|vbg-hl: 0.006944444444444444
rifles|nns-hl: 0.001658374792703151
'61|cd-hl: 0.009111617312072893
magnums|nps: 0.002459016393442623
$135|nns: 7.470212527546409e-05
standard|nn-tl: 0.0001543090810894221
UNK|cd$: 0.4
260|cd-tl: 0.0011248593925759281
jefferson|np-tl: 0.0005145356315924878
tubular|jj: 6.442364992188632e-05
rifles|nns-tl: 0.00046707146193367583
mounting|nn: 6.752240055638458e-06
pump|nn: 4.726568038946921e-05
savage|np-tl: 0.0002572678157962439
guns|nns-hl: 0.001658374792703151
77|cd-tl: 0.0022497187851518562
fore|jj: 1.610591248047158e-05
pump|nn-tl: 7.715454054471106e-05
firearms|nns-tl: 0.00046707146193367583
200|cd-tl: 0.0011248593925759281
coupled|vbd: 0.00011822660098522167
technology|nn-nc: 0.00847457627118644
hamper|vb: 6.132147784761612e-05
salisbury|np: 0.0001195707410396676
offensive|jj-tl: 0.000250501002004008
east-west|jj-tl: 0.000501002004008016
contacts|nns-tl: 0.00046707146193367583
campbell|np: 0.0001195707410396676
griffith|np: 0.0005081756494185873
dictates|vbz: 0.0005537098560354374
emerged|vbn: 0.00010574550581600282
aircraft|nns: 0.00011205318791319613
exclusively|ql: 0.00035427491733585264
pit|vb: 3.066073892380806e-05
burnside's|np$: 0.001600640256102441
arlene|np: 0.0007174244462380056
loudest|rbt: 0.01020408163265306
sag|vb: 0.00012264295569523224
burnside|np: 0.0001793561115595014
clapping|vbg: 0.00022992469966086107
shaking|nn: 6.752240055638458e-06
tapping|vbg: 5.748117491521527e-05
radish|nn: 5.401792044510767e-05
worm|nn: 2.7008960222553833e-05
shiver|nn: 1.3504480111276917e-05
gorboduc|np: 0.0002092487968194183
ontological|jj: 0.00012884729984377264
absolute|nn: 6.752240055638458e-06
disruptive|jj: 6.442364992188632e-05
penetrated|vbn: 0.00010574550581600282
writhing|nn: 6.752240055638458e-06
disrupted|vbn: 0.00010574550581600282
constituted|vbn: 0.00010574550581600282
existent|nn: 6.752240055638458e-06
actively|ql: 0.00011809163911195088
modular|jj: 4.831773744141474e-05
timbers|nns: 9.33776565943301e-05
warning|nn-hl: 0.0006983240223463687
sanitary|jj: 1.610591248047158e-05
plans|nns-tl: 0.00046707146193367583
site|nn-hl: 0.0006983240223463687
thaw|nn: 2.0256720166915374e-05
expandable|jj: 9.663547488282948e-05
1|8-inch: 0.4
drop|jj: 1.610591248047158e-05
battens|nns: 0.00028013296978299034
1|2-inch: 0.16666666666666666
5|8-inch: 0.2
3|8-inch: 0.4
spindle|nn: 5.401792044510767e-05
set-up|nn-hl: 0.0006983240223463687
maintenance|nn-hl: 0.002094972067039106
don't|do*-hl: 1.0
lose|vb-hl: 0.008064516129032258
chuck|nn-hl: 0.0006983240223463687
fasten|vb: 0.00012264295569523224
feeds|nns-hl: 0.001658374792703151
speeds|nns-hl: 0.001658374792703151
drilling|vbg-hl: 0.013888888888888888
tools|nns-hl: 0.001658374792703151
boring|nn: 6.752240055638458e-06
cutter|nn: 2.7008960222553833e-05
cutters|nns: 0.00011205318791319613
hole|nn-hl: 0.0006983240223463687
operations|nns-hl: 0.004975124378109453
yrs.|nns: 7.470212527546409e-05
enlarged|vbn: 0.00021149101163200565
market|nn-hl: 0.002793296089385475
greater|jjr-hl: 0.11764705882352941
distributor|nn: 4.726568038946921e-05
counter|vb: 6.132147784761612e-05
increased|vbn-hl: 0.022222222222222223
sophistication|nn-hl: 0.0006983240223463687
demand|nn-hl: 0.002094972067039106
services|nns-hl: 0.004975124378109453
wider|jjr-hl: 0.058823529411764705
choices|nns-hl: 0.001658374792703151
customers|nns-hl: 0.003316749585406302
geographic|jj-hl: 0.002577319587628866
shift|nn-hl: 0.0006983240223463687
concentration|nn-hl: 0.0006983240223463687
fewer|ap-hl: 0.02564102564102564
accounts|nns-hl: 0.001658374792703151
salesmanship|nn: 3.376120027819229e-05
marketing|vbg-hl: 0.027777777777777776
private|jj-hl: 0.002577319587628866
label|nn-hl: 0.0006983240223463687
competition|nn-hl: 0.0006983240223463687
less|ap-hl: 0.07692307692307693
salesmanship|nn-hl: 0.0006983240223463687
costs|nns-hl: 0.009950248756218905
generally|rb-hl: 0.020833333333333332
phones|vbz: 0.0002768549280177187
willy-nilly|rb: 0.00011333371111237037
increasing|vbg-hl: 0.013888888888888888
tempo|nn-hl: 0.0006983240223463687
shortage|nn-hl: 0.0013966480446927375
skilled|jj-hl: 0.002577319587628866
salesmen|nns-hl: 0.001658374792703151
still|qlp: 0.00398406374501992
talent|nn-hl: 0.0006983240223463687
complexity|nn-hl: 0.0006983240223463687
complete|jj-hl: 0.005154639175257732
henrietta|np: 0.0012256000956565928
doaty's|np$: 0.0024009603841536613
doaty|np: 0.0002391414820793352
adelia|np: 0.0001494634262995845
rain|vb: 6.132147784761612e-05
buds|nns: 9.33776565943301e-05
balanced|vbd: 3.940886699507389e-05
barefoot|rb: 8.500028333427779e-05
UNK|fw-in+at: 0.25
certain|fw-jj: 0.019230769230769232
age|fw-nn: 0.0035460992907801418
rosa|np: 0.0001195707410396676
william|nn: 6.752240055638458e-06
cupped|vbd: 7.881773399014778e-05
summer's|nn+hvz: 0.25
coffin|nn: 4.051344033383075e-05
UNK|ppss+ber: 0.014652014652014652
ancient|nn: 6.752240055638458e-06
ain't|hvz*: 0.1
shade|vb: 6.132147784761612e-05
also|rb-tl: 0.025
rises|vbz-tl: 0.0625
farewell|nn-tl: 0.0001543090810894221
unconscious|nn-tl: 7.715454054471106e-05
tempo|nn: 2.0256720166915374e-05
barbarians|nns-tl: 0.00046707146193367583
beatniks|nns: 7.470212527546409e-05
tame|vb: 3.066073892380806e-05
underground|nn: 1.3504480111276917e-05
beat|nns: 1.8675531318866023e-05
curb|vb: 3.066073892380806e-05
betrayed|vbn: 7.049700387733522e-05
mirrors|vbz: 0.0004152823920265781
delinquent|nn: 2.0256720166915374e-05
lines|nns-tl: 0.00046707146193367583
john|nn-tl: 7.715454054471106e-05
professed|vbn: 3.524850193866761e-05
alcoholics|nns: 7.470212527546409e-05
despairing|nn: 6.752240055638458e-06
beat|jj-tl: 0.000250501002004008
venice|np-tl: 0.0012863390789812194
howl|nn-tl: 7.715454054471106e-05
y|np: 2.98926852599169e-05
frontage|nn: 4.726568038946921e-05
logging|nn: 6.752240055638458e-06
geological|jj: 3.221182496094316e-05
pan|vb: 3.066073892380806e-05
shape|nn-hl: 0.0006983240223463687
adjoining|vbg-hl: 0.006944444444444444
areas|nns-hl: 0.003316749585406302
topography|nn: 2.0256720166915374e-05
moving|nn: 1.3504480111276917e-05
water|nn-hl: 0.0013966480446927375
plants|nns-hl: 0.001658374792703151
checking|nn: 6.752240055638458e-06
exposure|nn-hl: 0.0006983240223463687
improvements|nns-hl: 0.003316749585406302
collective|nn: 6.752240055638458e-06
shame|vb: 3.066073892380806e-05
inflict|vb: 0.00012264295569523224
bucks|np-tl: 0.0002572678157962439
mask|vb: 3.066073892380806e-05
paso|fw-nn: 0.0035460992907801418
forecast|vb: 6.132147784761612e-05
dying|vbg-tl: 0.007575757575757576
buddha|np-tl: 0.0005145356315924878
presence|nn-tl: 7.715454054471106e-05
reputable|jj: 0.00011274138736330107
drunk|vbd: 3.940886699507389e-05
hail|vb: 3.066073892380806e-05
belonging|nn: 6.752240055638458e-06
dogs|vbz: 0.00013842746400885935
preceding|nn: 6.752240055638458e-06
gage|nn: 2.7008960222553833e-05
tangled|vbd: 3.940886699507389e-05
sprinkling|vbg: 0.00011496234983043054
bronx|np-tl: 0.0002572678157962439
or|cc-tl: 0.006756756756756757
o|fw-uh-tl: 1.0
sole|fw-nn-tl: 0.006289308176100629
haunting|vbg: 0.00011496234983043054
polished|vbd: 0.00011822660098522167
superseded|vbd: 3.940886699507389e-05
additionally|rb: 0.00014166713889046296
combat|fw-nn: 0.0035460992907801418
delhi|np: 2.98926852599169e-05
revulsion|nn-hl: 0.0006983240223463687
desert|nn-hl: 0.0006983240223463687
oersted's|np$: 0.0028011204481792717
1793|cd: 0.00038069133546520483
copenhagen|np-tl: 0.0005145356315924878
banished|vbd: 3.940886699507389e-05
limits|nns-tl: 0.00046707146193367583
prose|nn-tl: 7.715454054471106e-05
pharmacy|nn: 1.3504480111276917e-05
philosophy|nn-tl: 0.0001543090810894221
scientific|jj-hl: 0.002577319587628866
activity|nn-hl: 0.0013966480446927375
oersted|np: 0.0003886049083789197
copenhagen|np: 0.0001195707410396676
voltaic|jj: 0.00011274138736330107
ritter|np: 0.0002690341673392521
france|np-tl: 0.0007718034473887317
1810|cd: 0.00038069133546520483
1812|cd: 0.00022841480127912289
magnetism|nn-tl: 7.715454054471106e-05
devised|vbd: 7.881773399014778e-05
glow|vb: 3.066073892380806e-05
discovery|nn-hl: 0.0006983240223463687
electrostatic|jj: 0.00014495321232424423
stumbled|vbn: 0.00010574550581600282
half-way|ql: 0.00011809163911195088
tubs|nns: 9.33776565943301e-05
tending|nn: 6.752240055638458e-06
petals|nns: 7.470212527546409e-05
bud|nn: 1.3504480111276917e-05
flags|nns: 5.6026593956598066e-05
sleeping|vbg-tl: 0.015151515151515152
heed|nn: 6.752240055638458e-06
tangled|vbn: 0.00014099400775467044
hub|nn: 6.752240055638458e-06
bowed|vbn: 3.524850193866761e-05
presidency|nn-hl: 0.0006983240223463687
u.n.|np-tl: 0.0007718034473887317
picks|vbz: 0.0004152823920265781
nationalist|jj-tl: 0.000250501002004008
conferred|vbd: 3.940886699507389e-05
ivory|nn-tl: 7.715454054471106e-05
crime|nn-hl: 0.0006983240223463687
707|cd-tl: 0.0011248593925759281
paso|np: 0.000298926852599169
airlines|nns-tl: 0.0014012143858010276
rickards|np: 0.0001195707410396676
707|cd: 0.00022841480127912289
nap|nn: 2.7008960222553833e-05
six|np: 2.98926852599169e-05
bearden|np: 0.0001195707410396676
tension|nn-hl: 0.002094972067039106
beardens|nps: 0.004098360655737705
flattened|vbd: 7.881773399014778e-05
crosby|np: 0.0001494634262995845
eased|vbd: 7.881773399014778e-05
expedient|nn: 6.752240055638458e-06
strategic|jj-tl: 0.000751503006012024
1851|cd: 0.00030455306837216383
senators|nns: 9.33776565943301e-05
laban|np: 0.0001195707410396676
tolley|np: 0.0001793561115595014
robards|np: 0.0002391414820793352
mamma|nn-tl: 0.0006172363243576885
zion|np: 0.0001494634262995845
kizzie|np: 0.0001494634262995845
sun's|nn+bez: 0.030303030303030304
pleasant|np: 5.97853705198338e-05
telegraph|vb: 3.066073892380806e-05
quinzaine|np-tl: 0.0005145356315924878
dunne|np: 0.0001195707410396676
blanche|jj: 1.610591248047158e-05
furnishings|nns: 0.00016807978186979418
mare|nn-tl: 0.00023146362163413317
gunny|np: 0.0001793561115595014
charlotte|nn: 6.752240055638458e-06
pike|nn: 1.3504480111276917e-05
UNK|dt+md: 0.3333333333333333
rest|nn-tl: 0.0001543090810894221
nick's|np$: 0.0028011204481792717
quinzaine|np: 5.97853705198338e-05
invite|nn: 6.752240055638458e-06
UNK|nns+md: 1.0
UNK|dts+bez: 1.0
relish|vb: 9.198221677142419e-05
rebels|nns-tl: 0.0018682858477347033
officers'|nns$: 0.011857707509881422
volunteers|nns-tl: 0.0014012143858010276
expired|vbn: 3.524850193866761e-05
sherman's|np$: 0.0028011204481792717
armies|nns-tl: 0.00046707146193367583
hood|np: 2.98926852599169e-05
mountain|nn-nc: 0.00847457627118644
drowned|vbd: 0.00011822660098522167
wrecked|vbn: 0.00014099400775467044
snake|nn-tl: 0.0001543090810894221
mounted|vbn-tl: 0.0017921146953405018
mobile|np: 0.0005081756494185873
merited|vbn: 3.524850193866761e-05
appointees|nns: 9.33776565943301e-05
slit|vbn: 3.524850193866761e-05
tolerated|vbn: 0.00017624250969333803
camaret|np: 0.0001195707410396676
blasphemy|nn: 2.7008960222553833e-05
favre|np: 0.0001494634262995845
gospel|np: 5.97853705198338e-05
corne|np: 5.97853705198338e-05
beadle|nn: 6.752240055638458e-06
knelt|vbn: 3.524850193866761e-05
bass|jj: 1.610591248047158e-05
buried|vbd: 7.881773399014778e-05
cape|nn: 2.0256720166915374e-05
cop|nn-tl: 7.715454054471106e-05
confession|nn-tl: 7.715454054471106e-05
raged|vbn: 3.524850193866761e-05
bern|np: 0.0001494634262995845
decrees|vbz: 0.00013842746400885935
rowdy|nn: 6.752240055638458e-06
lunged|vbd: 0.00015763546798029557
bonnor|np: 0.0001195707410396676
elizabeth|np-tl: 0.0005145356315924878
lyttleton|np: 0.0001494634262995845
rival|jj-tl: 0.000250501002004008
theories|nns-tl: 0.00046707146193367583
galaxies|nns: 0.00013072871923206216
contracts|vbz-hl: 0.013888888888888888
backs|vbz: 0.00013842746400885935
fleeting|vbg-hl: 0.006944444444444444
glimpse|nn-hl: 0.0006983240223463687
fleeting|vbg: 0.00022992469966086107
peer|vb: 6.132147784761612e-05
roots|nns-tl: 0.0028024287716020553
relentlessly|ql: 0.00011809163911195088
beatie|np: 0.0001195707410396676
clods|nns: 7.470212527546409e-05
ronnie|np: 0.0001494634262995845
dismissal|nn: 4.726568038946921e-05
final|nn: 6.752240055638458e-06
much|ap-tl: 0.23529411764705882
ado|nn-tl: 0.0003086181621788442
shakespeare|np-tl: 0.0005145356315924878
wollman|np-tl: 0.0005145356315924878
wollman|np: 5.97853705198338e-05
hero|np: 5.97853705198338e-05
sprinkle|nn: 1.3504480111276917e-05
weeping|nn: 2.0256720166915374e-05
elder|np: 2.98926852599169e-05
johns|np-hl: 0.0020491803278688526
mich.|np-hl: 0.0020491803278688526
april|np-hl: 0.004098360655737705
19|cd-hl: 0.004555808656036446
hengesbach|np: 0.0002690341673392521
vindication|nn: 2.7008960222553833e-05
lives|vbz-hl: 0.013888888888888888
welfare|nn-hl: 0.0006983240223463687
rebuild|vb: 0.00012264295569523224
charges|nns-hl: 0.001658374792703151
doubt|nn-hl: 0.0006983240223463687
cash|np: 5.97853705198338e-05
locked|vbn-hl: 0.007407407407407408
motel|nn-hl: 0.0006983240223463687
olive|np: 2.98926852599169e-05
sterling|np-tl: 0.0007718034473887317
tomorrow|nr-hl: 0.1
anne's|np$-tl: 0.007352941176470588
elliott|np-tl: 0.0002572678157962439
held|vbd-hl: 0.125
candle|nn-hl: 0.0006983240223463687
donated|vbn-hl: 0.007407407407407408
